Date;Your Staked Balance;BTC Price;FTM Price;HEC Price;HEC Burned;Market Cap;Circulating Supply (total);Current Index;Total Value Deposited;Treasury Assets;APY;Protocol Owned Liquidity;HEC Staked;Runway Available
2022/06/22 17:06:13;0.853586635;20545.43;0.2678;$10.70;1092750.32;$27,261,569;2548669 / 2749074;10.43;$50,885,222;$61,530,521.22;100%;99.83%;91.05%;1,139.21
